image_id,relative_path,label,label_id,domain,data_variant,split,protocol
TFR_coal_000026,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004271_jpg.rf.efbdd93acc9bb1c238b08842f9bc80a3_6.jpg,coal,0,target,Target_Domain_Field_Raw,test,P4
TFR_coal_000027,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004271_jpg.rf.efbdd93acc9bb1c238b08842f9bc80a3_7.jpg,coal,0,target,Target_Domain_Field_Raw,test,P4
TFR_coal_000028,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004289_jpg.rf.e8caa860104c8866361fe05d8273d8b4_8.jpg,coal,0,target,Target_Domain_Field_Raw,test,P4
TFR_coal_000029,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004271_jpg.rf.efbdd93acc9bb1c238b08842f9bc80a3_8.jpg,coal,0,target,Target_Domain_Field_Raw,test,P4
TFR_coal_000030,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004274_jpg.rf.f16ad7568223f6454eabd2d3b9bf374a_3.jpg,coal,0,target,Target_Domain_Field_Raw,test,P4
TFR_gangue_000026,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004004_jpg.rf.f95dd1a11bc9fb9e93d69dbb211b630b_4.jpg,gangue,1,target,Target_Domain_Field_Raw,test,P4
TFR_gangue_000027,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004019_jpg.rf.6d3bfcd41e53756520ef05bf810e7c35_8.jpg,gangue,1,target,Target_Domain_Field_Raw,test,P4
TFR_gangue_000028,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004005_jpg.rf.904fb44ac57c94a90371811d40a897de_3.jpg,gangue,1,target,Target_Domain_Field_Raw,test,P4
TFR_gangue_000029,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004028_jpg.rf.4fab9c756d4b6669b0688b63d6490e2f_3.jpg,gangue,1,target,Target_Domain_Field_Raw,test,P4
TFR_gangue_000030,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004015_jpg.rf.ce75108dc9c00aee9ef8d64c30d81aee_6.jpg,gangue,1,target,Target_Domain_Field_Raw,test,P4
SLE_coal_000001,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/47_jpg.rf.3ee0cd03eb40b9c230e8f4922fc32db1_11.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000002,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/49_jpg.rf.950341f1e343ac23e652552deba93f8f_5.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000003,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/47_jpg.rf.3ee0cd03eb40b9c230e8f4922fc32db1_9.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000004,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/45_jpg.rf.4fa6a2f524782858ba4454929d8036ff_6.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000005,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/45_jpg.rf.4fa6a2f524782858ba4454929d8036ff_8.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000006,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/47_jpg.rf.3ee0cd03eb40b9c230e8f4922fc32db1_10.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000007,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/47_jpg.rf.3ee0cd03eb40b9c230e8f4922fc32db1_16.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000008,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/49_jpg.rf.950341f1e343ac23e652552deba93f8f_9.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000009,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/47_jpg.rf.3ee0cd03eb40b9c230e8f4922fc32db1_13.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000010,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/47_jpg.rf.3ee0cd03eb40b9c230e8f4922fc32db1_7.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000011,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/49_jpg.rf.950341f1e343ac23e652552deba93f8f_12.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000012,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/49_jpg.rf.950341f1e343ac23e652552deba93f8f_11.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000013,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/49_jpg.rf.950341f1e343ac23e652552deba93f8f_6.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000014,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/47_jpg.rf.3ee0cd03eb40b9c230e8f4922fc32db1_15.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000015,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/45_jpg.rf.4fa6a2f524782858ba4454929d8036ff_7.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000016,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/47_jpg.rf.3ee0cd03eb40b9c230e8f4922fc32db1_6.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000017,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/47_jpg.rf.3ee0cd03eb40b9c230e8f4922fc32db1_12.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000018,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/45_jpg.rf.4fa6a2f524782858ba4454929d8036ff_13.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000019,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/45_jpg.rf.4fa6a2f524782858ba4454929d8036ff_9.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000020,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/47_jpg.rf.3ee0cd03eb40b9c230e8f4922fc32db1_14.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000021,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/45_jpg.rf.4fa6a2f524782858ba4454929d8036ff_10.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000022,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/48_jpg.rf.a5c047b234e77e46158d5267a5010edd_0.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000023,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/49_jpg.rf.950341f1e343ac23e652552deba93f8f_10.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000024,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/49_jpg.rf.950341f1e343ac23e652552deba93f8f_7.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000025,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/45_jpg.rf.4fa6a2f524782858ba4454929d8036ff_11.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000026,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/45_jpg.rf.4fa6a2f524782858ba4454929d8036ff_14.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000027,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/45_jpg.rf.4fa6a2f524782858ba4454929d8036ff_12.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000028,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/47_jpg.rf.3ee0cd03eb40b9c230e8f4922fc32db1_5.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000029,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/49_jpg.rf.950341f1e343ac23e652552deba93f8f_8.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_coal_000030,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/coal/47_jpg.rf.3ee0cd03eb40b9c230e8f4922fc32db1_8.jpg,coal,0,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000001,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/29_jpg.rf.4867d5e0e7fdbdcc3d5bf0606138ac9b_0.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000002,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/36_jpg.rf.12a28716093c6e0210c84ca6bfa49460_5.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000003,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/24_jpg.rf.2b6c54fb423e3c93e172d4d5ff4a9f9b_2.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000004,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/28_jpg.rf.d63397b895dfb70d2d241cc087c05617_3.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000005,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/32_jpg.rf.e2b42f11d0268f3f6214e345371c1396_4.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000006,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/25_jpg.rf.c63167cd0a9148fb0a5d265597435f9e_1.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000007,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/5_jpg.rf.5ee8bb3810278646b6f91f9ae4904236_2.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000008,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/32_jpg.rf.e2b42f11d0268f3f6214e345371c1396_3.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000009,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/32_jpg.rf.e2b42f11d0268f3f6214e345371c1396_5.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000010,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/31_jpg.rf.4b57de1d7bfb52739af5e31018017a88_3.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000011,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/31_jpg.rf.4b57de1d7bfb52739af5e31018017a88_1.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000012,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/29_jpg.rf.4867d5e0e7fdbdcc3d5bf0606138ac9b_2.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000013,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/5_jpg.rf.5ee8bb3810278646b6f91f9ae4904236_3.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000014,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/24_jpg.rf.2b6c54fb423e3c93e172d4d5ff4a9f9b_1.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000015,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/28_jpg.rf.d63397b895dfb70d2d241cc087c05617_4.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000016,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/3_jpg.rf.223215ade204eb75c4079882692b814e_0.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000017,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/27_jpg.rf.9c5249cf0ee26bd9d0352c48cc0ea301_1.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000018,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/12_jpg.rf.6ece8d58e2e1c25e78c144838e51ded4_0.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000019,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/21_jpg.rf.0cdfb87af412bcc1dd66f9cb4fec4063_4.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000020,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/17_jpg.rf.62fa7a5862e48ba1b68615e6532b6571_0.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000021,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/7_jpg.rf.55be2ff9cc8e3fb0c607ff2ac3e4e046_1.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000022,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/25_jpg.rf.c63167cd0a9148fb0a5d265597435f9e_0.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000023,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/7_jpg.rf.55be2ff9cc8e3fb0c607ff2ac3e4e046_0.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000024,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/27_jpg.rf.9c5249cf0ee26bd9d0352c48cc0ea301_0.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000025,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/24_jpg.rf.2b6c54fb423e3c93e172d4d5ff4a9f9b_0.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000026,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/31_jpg.rf.4b57de1d7bfb52739af5e31018017a88_2.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000027,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/12_jpg.rf.6ece8d58e2e1c25e78c144838e51ded4_1.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000028,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/29_jpg.rf.4867d5e0e7fdbdcc3d5bf0606138ac9b_1.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000029,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/21_jpg.rf.0cdfb87af412bcc1dd66f9cb4fec4063_3.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
SLE_gangue_000030,01_Dataset/Dataset_To_Be_Added/Source_Domain_Lab_Enhanced/gangue/31_jpg.rf.4b57de1d7bfb52739af5e31018017a88_0.jpg,gangue,1,source,Source_Domain_Lab_Enhanced,train,P4
TFR_coal_000001,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004274_jpg.rf.f16ad7568223f6454eabd2d3b9bf374a_4.jpg,coal,0,target,Target_Domain_Field_Raw,train,P4
TFR_coal_000002,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004268_jpg.rf.3ffeea73e083d9aceccac57a6350a974_2.jpg,coal,0,target,Target_Domain_Field_Raw,train,P4
TFR_coal_000003,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004271_jpg.rf.efbdd93acc9bb1c238b08842f9bc80a3_4.jpg,coal,0,target,Target_Domain_Field_Raw,train,P4
TFR_coal_000004,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004291_jpg.rf.cc6e5b52c797e7fce39db172a86ea63f_4.jpg,coal,0,target,Target_Domain_Field_Raw,train,P4
TFR_coal_000005,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004271_jpg.rf.efbdd93acc9bb1c238b08842f9bc80a3_9.jpg,coal,0,target,Target_Domain_Field_Raw,train,P4
TFR_coal_000006,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004268_jpg.rf.3ffeea73e083d9aceccac57a6350a974_9.jpg,coal,0,target,Target_Domain_Field_Raw,train,P4
TFR_coal_000007,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004289_jpg.rf.e8caa860104c8866361fe05d8273d8b4_7.jpg,coal,0,target,Target_Domain_Field_Raw,train,P4
TFR_coal_000008,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004268_jpg.rf.3ffeea73e083d9aceccac57a6350a974_10.jpg,coal,0,target,Target_Domain_Field_Raw,train,P4
TFR_coal_000009,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004274_jpg.rf.f16ad7568223f6454eabd2d3b9bf374a_7.jpg,coal,0,target,Target_Domain_Field_Raw,train,P4
TFR_coal_000010,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004268_jpg.rf.3ffeea73e083d9aceccac57a6350a974_8.jpg,coal,0,target,Target_Domain_Field_Raw,train,P4
TFR_coal_000011,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004271_jpg.rf.efbdd93acc9bb1c238b08842f9bc80a3_2.jpg,coal,0,target,Target_Domain_Field_Raw,train,P4
TFR_coal_000012,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004271_jpg.rf.efbdd93acc9bb1c238b08842f9bc80a3_3.jpg,coal,0,target,Target_Domain_Field_Raw,train,P4
TFR_coal_000013,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004268_jpg.rf.3ffeea73e083d9aceccac57a6350a974_7.jpg,coal,0,target,Target_Domain_Field_Raw,train,P4
TFR_coal_000014,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004291_jpg.rf.cc6e5b52c797e7fce39db172a86ea63f_6.jpg,coal,0,target,Target_Domain_Field_Raw,train,P4
TFR_coal_000015,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004274_jpg.rf.f16ad7568223f6454eabd2d3b9bf374a_2.jpg,coal,0,target,Target_Domain_Field_Raw,train,P4
TFR_coal_000016,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004289_jpg.rf.e8caa860104c8866361fe05d8273d8b4_5.jpg,coal,0,target,Target_Domain_Field_Raw,train,P4
TFR_coal_000017,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004268_jpg.rf.3ffeea73e083d9aceccac57a6350a974_1.jpg,coal,0,target,Target_Domain_Field_Raw,train,P4
TFR_coal_000018,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004291_jpg.rf.cc6e5b52c797e7fce39db172a86ea63f_5.jpg,coal,0,target,Target_Domain_Field_Raw,train,P4
TFR_coal_000019,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004291_jpg.rf.cc6e5b52c797e7fce39db172a86ea63f_3.jpg,coal,0,target,Target_Domain_Field_Raw,train,P4
TFR_coal_000020,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004271_jpg.rf.efbdd93acc9bb1c238b08842f9bc80a3_10.jpg,coal,0,target,Target_Domain_Field_Raw,train,P4
TFR_coal_000021,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004289_jpg.rf.e8caa860104c8866361fe05d8273d8b4_9.jpg,coal,0,target,Target_Domain_Field_Raw,train,P4
TFR_gangue_000001,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004036_jpg.rf.04befe4ad105c817d0847d2cf29ae136_7.jpg,gangue,1,target,Target_Domain_Field_Raw,train,P4
TFR_gangue_000002,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004019_jpg.rf.6d3bfcd41e53756520ef05bf810e7c35_7.jpg,gangue,1,target,Target_Domain_Field_Raw,train,P4
TFR_gangue_000003,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004024_jpg.rf.6b1093e6ca68b4c57c4c306ba2cce900_8.jpg,gangue,1,target,Target_Domain_Field_Raw,train,P4
TFR_gangue_000004,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004040_jpg.rf.7a1c88bc43f1d8774a7d28c082a2751d_2.jpg,gangue,1,target,Target_Domain_Field_Raw,train,P4
TFR_gangue_000005,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004024_jpg.rf.6b1093e6ca68b4c57c4c306ba2cce900_9.jpg,gangue,1,target,Target_Domain_Field_Raw,train,P4
TFR_gangue_000006,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004040_jpg.rf.7a1c88bc43f1d8774a7d28c082a2751d_1.jpg,gangue,1,target,Target_Domain_Field_Raw,train,P4
TFR_gangue_000007,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004015_jpg.rf.ce75108dc9c00aee9ef8d64c30d81aee_1.jpg,gangue,1,target,Target_Domain_Field_Raw,train,P4
TFR_gangue_000008,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004036_jpg.rf.04befe4ad105c817d0847d2cf29ae136_0.jpg,gangue,1,target,Target_Domain_Field_Raw,train,P4
TFR_gangue_000009,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004040_jpg.rf.7a1c88bc43f1d8774a7d28c082a2751d_5.jpg,gangue,1,target,Target_Domain_Field_Raw,train,P4
TFR_gangue_000010,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004019_jpg.rf.6d3bfcd41e53756520ef05bf810e7c35_5.jpg,gangue,1,target,Target_Domain_Field_Raw,train,P4
TFR_gangue_000011,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004036_jpg.rf.04befe4ad105c817d0847d2cf29ae136_2.jpg,gangue,1,target,Target_Domain_Field_Raw,train,P4
TFR_gangue_000012,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004019_jpg.rf.6d3bfcd41e53756520ef05bf810e7c35_6.jpg,gangue,1,target,Target_Domain_Field_Raw,train,P4
TFR_gangue_000013,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004040_jpg.rf.7a1c88bc43f1d8774a7d28c082a2751d_0.jpg,gangue,1,target,Target_Domain_Field_Raw,train,P4
TFR_gangue_000014,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004024_jpg.rf.6b1093e6ca68b4c57c4c306ba2cce900_5.jpg,gangue,1,target,Target_Domain_Field_Raw,train,P4
TFR_gangue_000015,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004015_jpg.rf.ce75108dc9c00aee9ef8d64c30d81aee_2.jpg,gangue,1,target,Target_Domain_Field_Raw,train,P4
TFR_gangue_000016,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004024_jpg.rf.6b1093e6ca68b4c57c4c306ba2cce900_6.jpg,gangue,1,target,Target_Domain_Field_Raw,train,P4
TFR_gangue_000017,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004005_jpg.rf.904fb44ac57c94a90371811d40a897de_1.jpg,gangue,1,target,Target_Domain_Field_Raw,train,P4
TFR_gangue_000018,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004024_jpg.rf.6b1093e6ca68b4c57c4c306ba2cce900_7.jpg,gangue,1,target,Target_Domain_Field_Raw,train,P4
TFR_gangue_000019,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004004_jpg.rf.f95dd1a11bc9fb9e93d69dbb211b630b_0.jpg,gangue,1,target,Target_Domain_Field_Raw,train,P4
TFR_gangue_000020,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004004_jpg.rf.f95dd1a11bc9fb9e93d69dbb211b630b_1.jpg,gangue,1,target,Target_Domain_Field_Raw,train,P4
TFR_gangue_000021,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004005_jpg.rf.904fb44ac57c94a90371811d40a897de_0.jpg,gangue,1,target,Target_Domain_Field_Raw,train,P4
TFR_coal_000022,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004271_jpg.rf.efbdd93acc9bb1c238b08842f9bc80a3_5.jpg,coal,0,target,Target_Domain_Field_Raw,val,P4
TFR_coal_000023,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004294_jpg.rf.4a9b199fe02b9a6dd005d3d885657e2c_0.jpg,coal,0,target,Target_Domain_Field_Raw,val,P4
TFR_coal_000024,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004289_jpg.rf.e8caa860104c8866361fe05d8273d8b4_6.jpg,coal,0,target,Target_Domain_Field_Raw,val,P4
TFR_coal_000025,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/coal/004274_jpg.rf.f16ad7568223f6454eabd2d3b9bf374a_6.jpg,coal,0,target,Target_Domain_Field_Raw,val,P4
TFR_gangue_000022,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004024_jpg.rf.6b1093e6ca68b4c57c4c306ba2cce900_10.jpg,gangue,1,target,Target_Domain_Field_Raw,val,P4
TFR_gangue_000023,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004036_jpg.rf.04befe4ad105c817d0847d2cf29ae136_1.jpg,gangue,1,target,Target_Domain_Field_Raw,val,P4
TFR_gangue_000024,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004015_jpg.rf.ce75108dc9c00aee9ef8d64c30d81aee_0.jpg,gangue,1,target,Target_Domain_Field_Raw,val,P4
TFR_gangue_000025,01_Dataset/Dataset_To_Be_Added/Target_Domain_Field_Raw/gangue/004004_jpg.rf.f95dd1a11bc9fb9e93d69dbb211b630b_3.jpg,gangue,1,target,Target_Domain_Field_Raw,val,P4
